"seriesType","seriesID","seriesName","year","monthNumber","unit","value"
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2005",2,"Base December 1997=100",117.5
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2005",2,"Base December 1997=100",116
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2005",2,"Base December 1997=100",107.5
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2005",2,"Base 1982=100",145.9
"Producer Price Index","WPU01","All farm products","2005",2,"Base 1982=100",117.6
"Producer Price Index","WPU0111","All fresh fruits and melons","2005",2,"Base 1982=100",105.1
"Producer Price Index","WPU011101","All citrus fruits","2005",2,"Base 1982=100",121.9
"Producer Price Index","WPU01110101","Grapefruits","2005",2,"Base 1982=100",339.1
"Producer Price Index","WPU01110104","Lemons","2005",2,"Base 1982=100",189.3
"Producer Price Index","WPU01110106","Oranges, navel","2005",2,"Base 1982=100",92.6
"Producer Price Index","WPU01110108","Tangerines","2005",2,"Base 1991=100",128.8
"Producer Price Index","WPU011102","All other fruits and berries","2005",2,"Base 1982=100",103
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2005",2,"Base 1991=100",91.2
"Producer Price Index","WPU01110215","Apples, Red Delicious","2005",2,"Base 1991=100",111.3
"Producer Price Index","WPU01110216","Apples, McIntosh","2005",2,"Base 1982=100",119
"Producer Price Index","WPU01110221","Pears","2005",2,"Base 1982=100",97.1
"Producer Price Index","WPU01110222","Strawberries","2005",2,"Base 1982=100",179.7
"Producer Price Index","WPU011103","All melons","2005",2,"Base 1991=100",75.4
"Producer Price Index","WPU01110301","Cantaloupes","2005",2,"Base 1982=100",81.8
"Producer Price Index","WPU0113","All fresh and dry vegetables","2005",2,"Base 1982=100",141.1
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2005",2,"Base 1982=100",139.8
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2005",2,"Base 1982=100",152.8
"Producer Price Index","WPU01130211","Cabbage","2005",2,"Base 1982=100",149
"Producer Price Index","WPU01130212","Carrots","2005",2,"Base 1982=100",134.1
"Producer Price Index","WPU01130213","Celery","2005",2,"Base 1982=100",290
"Producer Price Index","WPU01130214","Sweet corn","2005",2,"Base 1982=100",147.1
"Producer Price Index","WPU01130215","Lettuce","2005",2,"Base 1982=100",164.1
"Producer Price Index","WPU01130216","Onions, dry","2005",2,"Base 1982=100",78.9
"Producer Price Index","WPU01130217","Tomatoes","2005",2,"Base 1982=100",169.6
"Producer Price Index","WPU01130218","Snap beans","2005",2,"Base 1982=100",381.9
"Producer Price Index","WPU01130222","Broccoli","2005",2,"Base 1991=100",152.9
"Producer Price Index","WPU01130223","Cauliflower","2005",2,"Base 1991=100",58.6
"Producer Price Index","WPU01130224","Spinach","2005",2,"Base 1991=100",224.7
"Producer Price Index","WPU01130225","Greens","2005",2,"Base 1991=100",134.4
"Producer Price Index","WPU01130226","Endive","2005",2,"Base 1991=100",479.2
"Producer Price Index","WPU01130228","Green peppers","2005",2,"Base 1991=100",322.1
"Producer Price Index","WPU01130229","Eggplant","2005",2,"Base 1991=100",348.8
"Producer Price Index","WPU01130231","Squash","2005",2,"Base 1991=100",156.7
"Producer Price Index","WPU01130232","Beets","2005",2,"Base 1991=100",104.1
"Producer Price Index","WPU01130234","Cucumbers","2005",2,"Base 1991=100",205.8
"Producer Price Index","WPU011303","Sweet potatoes","2005",2,"Base 1982=100",119.1
"Producer Price Index","WPU01130602","Potatoes, round white","2005",2,"Base 1991=100",148.4
"Producer Price Index","WPU01130603","Potatoes, russet","2005",2,"Base 1991=100",75.1
"Producer Price Index","WPU01130604","Potatoes, round red","2005",2,"Base 1991=100",107.1
"Producer Price Index","WPU0119","All tree nuts","2005",2,"Base 1982=100",715.9
"Producer Price Index","WPU01190101","Pecans","2005",2,"Base 1982=100",511.7
"Producer Price Index","WPU01190102","Almonds","2005",2,"Base 1991=100",188.4
"Producer Price Index","WPU01190103","Filberts","2005",2,"Base 1991=100",163.2
"Producer Price Index","WPU01190104","Walnuts","2005",2,"Base 1991=100",141.4
"Producer Price Index","WPU02","All processed foods and feeds","2005",2,"Base 1982=100",152.3
"Producer Price Index","WPU024","All processed fruits and vegetables","2005",2,"Base 1982=100",139
"Producer Price Index","WPU0241","All canned fruits and juices","2005",2,"Base 1982=100",146.3
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2005",2,"Base 1982=100",141.7
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2005",2,"Base 1982=100",150.9
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2005",2,"Base 1982=100",136.1
"Producer Price Index","WPU024202","Frozen fruits","2005",2,"Base 1982=100",153.7
"Producer Price Index","WPU0244","All canned vegetables and juices","2005",2,"Base 1982=100",135.9
"Producer Price Index","WPU02440102","Canned vegetables","2005",2,"Base 1987=100",137.1
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2005",2,"Base 1987=100",128.6
"Producer Price Index","WPU0245","All frozen vegetables","2005",2,"Base 1982=100",137.3
"Producer Price Index","WPU024502","Frozen potato products","2005",2,"Base 1990=100",120.3
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2005",2,"Base 1990=100",112.9
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2005",2,"Base 1982=100",183
"Producer Price Index","WPU02840102","Canned dry beans","2005",2,"Base 1982=100",124.2
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2005",2,"Base 1985=100",143.3
"Average retail price","APU0000711211","Bananas","2005",1,"Dollars per pound",0.485
"Average retail price","APU0000711311","Oranges, navel","2005",1,"Dollars per pound",0.838
"Average retail price","APU0000711411","Grapefruit","2005",1,"Dollars per pound",0.975
"Average retail price","APU0000711412","Lemons","2005",1,"Dollars per pound",1.143
"Average retail price","APU0000711415","Strawberries","2005",1,"Dollars per 12 oz.",3.234
"Average retail price","APU0000712112","Potatoes, white","2005",1,"Dollars per pound",0.458
"Average retail price","APU0000712211","Lettuce, iceberg","2005",1,"Dollars per pound",0.817
"Average retail price","APU0000712311","Tomatoes, field grown","2005",1,"Dollars per pound",1.66
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2005",1,"Dollars per 16 oz.",1.872
"Average retail price","APU0000714233","Beans, dried","2005",1,"Dollars per pound",0.786
"Average retail price","APU0000718311","Potato chips","2005",1,"Dollars per 16 oz.",3.256
"Consumer Price Index","CUUR0000SAF1","Food","2005",1,"Base 1982-84=100",189.1
"Consumer Price Index","CUUR0000SAF11","Food at home","2005",1,"Base 1982-84=100",188.9
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2005",1,"Base 1982-84=100",288.5
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2005",1,"Base 1982-84=100",305
"Consumer Price Index","CUUR0000SEFK01","Apples","2005",1,"Base 1982-84=100",241.3
"Consumer Price Index","CUUR0000SEFK02","Bananas","2005",1,"Base 1982-84=100",162.6
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2005",1,"Base December 1997=100",158
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2005",1,"Base December 1997=100",124.3
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2005",1,"Base 1982-84=100",271
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2005",1,"Base 1982-84=100",237.5
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2005",1,"Base 1982-84=100",258.3
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2005",1,"Base 1982-84=100",309.6
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2005",1,"Base 1982-84=100",277.9
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2005",1,"Base December 1997=100",117.9
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2005",1,"Base December 1997=100",121.8
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2005",1,"Base December 1997=100",109.2
"Consumer Price Index","CUUR0000SEFV","Food away from home","2005",1,"Base 1982-84=100",190.8
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2005",1,"Base 1982-84=100",303.5
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2005",1,"Base December 1997=100",117
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2005",1,"Base 1982-84=100",177
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2005",1,"Base December 1997=100",119.3
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2005",1,"Base December 1997=100",115.2
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2005",1,"Base December 1997=100",110
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2005",1,"Base 1982=100",145.6
"Producer Price Index","WPU01","All farm products","2005",1,"Base 1982=100",118.8
"Producer Price Index","WPU0111","All fresh fruits and melons","2005",1,"Base 1982=100",111.5
"Producer Price Index","WPU011101","All citrus fruits","2005",1,"Base 1982=100",133.3
"Producer Price Index","WPU01110101","Grapefruits","2005",1,"Base 1982=100",373.2
"Producer Price Index","WPU01110104","Lemons","2005",1,"Base 1982=100",199
"Producer Price Index","WPU01110106","Oranges, navel","2005",1,"Base 1982=100",100.6
"Producer Price Index","WPU01110108","Tangerines","2005",1,"Base 1991=100",161.5
"Producer Price Index","WPU011102","All other fruits and berries","2005",1,"Base 1982=100",102
"Producer Price Index","WPU01110208","Apples, Granny Smith","2005",1,"Base 1991=100",72.2
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2005",1,"Base 1991=100",103
"Producer Price Index","WPU01110215","Apples, Red Delicious","2005",1,"Base 1991=100",122.7
"Producer Price Index","WPU01110221","Pears","2005",1,"Base 1982=100",89.4
"Producer Price Index","WPU01110222","Strawberries","2005",1,"Base 1982=100",180.6
"Producer Price Index","WPU011103","All melons","2005",1,"Base 1991=100",156.1
"Producer Price Index","WPU01110301","Cantaloupes","2005",1,"Base 1982=100",169.4
"Producer Price Index","WPU01110303","Watermelons","2005",1,"Base 1991=100",274.4
"Producer Price Index","WPU0113","All fresh and dry vegetables","2005",1,"Base 1982=100",119
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2005",1,"Base 1982=100",142.2
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2005",1,"Base 1982=100",122
"Producer Price Index","WPU01130211","Cabbage","2005",1,"Base 1982=100",165.5
"Producer Price Index","WPU01130212","Carrots","2005",1,"Base 1982=100",134.9
"Producer Price Index","WPU01130213","Celery","2005",1,"Base 1982=100",171.4
"Producer Price Index","WPU01130214","Sweet corn","2005",1,"Base 1982=100",82.3
"Producer Price Index","WPU01130215","Lettuce","2005",1,"Base 1982=100",164
"Producer Price Index","WPU01130216","Onions, dry","2005",1,"Base 1982=100",85.9
"Producer Price Index","WPU01130217","Tomatoes","2005",1,"Base 1982=100",97
"Producer Price Index","WPU01130218","Snap beans","2005",1,"Base 1982=100",292.9
"Producer Price Index","WPU01130222","Broccoli","2005",1,"Base 1991=100",89.4
"Producer Price Index","WPU01130223","Cauliflower","2005",1,"Base 1991=100",28.6
"Producer Price Index","WPU01130224","Spinach","2005",1,"Base 1991=100",342.6
"Producer Price Index","WPU01130225","Greens","2005",1,"Base 1991=100",137.1
"Producer Price Index","WPU01130226","Endive","2005",1,"Base 1991=100",479.2
"Producer Price Index","WPU01130228","Green peppers","2005",1,"Base 1991=100",213.3
"Producer Price Index","WPU01130229","Eggplant","2005",1,"Base 1991=100",327.3
"Producer Price Index","WPU01130231","Squash","2005",1,"Base 1991=100",169.5
"Producer Price Index","WPU01130232","Beets","2005",1,"Base 1991=100",116.9
"Producer Price Index","WPU01130234","Cucumbers","2005",1,"Base 1991=100",229.6
"Producer Price Index","WPU011303","Sweet potatoes","2005",1,"Base 1982=100",119.1
"Producer Price Index","WPU01130602","Potatoes, round white","2005",1,"Base 1991=100",148.4
"Producer Price Index","WPU01130603","Potatoes, russet","2005",1,"Base 1991=100",71.3
"Producer Price Index","WPU01130604","Potatoes, round red","2005",1,"Base 1991=100",108.8
"Producer Price Index","WPU0119","All tree nuts","2005",1,"Base 1982=100",710.6
"Producer Price Index","WPU01190101","Pecans","2005",1,"Base 1982=100",511.7
"Producer Price Index","WPU01190102","Almonds","2005",1,"Base 1991=100",188.4
"Producer Price Index","WPU01190103","Filberts","2005",1,"Base 1991=100",163.2
"Producer Price Index","WPU01190104","Walnuts","2005",1,"Base 1991=100",135.3
"Producer Price Index","WPU02","All processed foods and feeds","2005",1,"Base 1982=100",151.8
"Producer Price Index","WPU024","All processed fruits and vegetables","2005",1,"Base 1982=100",138.4
"Producer Price Index","WPU0241","All canned fruits and juices","2005",1,"Base 1982=100",145.5
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2005",1,"Base 1982=100",141.9
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2005",1,"Base 1982=100",149.6
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2005",1,"Base 1982=100",133.2
"Producer Price Index","WPU024202","Frozen fruits","2005",1,"Base 1982=100",151.2
"Producer Price Index","WPU0244","All canned vegetables and juices","2005",1,"Base 1982=100",135.7
"Producer Price Index","WPU02440102","Canned vegetables","2005",1,"Base 1987=100",138.3
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2005",1,"Base 1987=100",128.3
"Producer Price Index","WPU0245","All frozen vegetables","2005",1,"Base 1982=100",137.3
"Producer Price Index","WPU024502","Frozen potato products","2005",1,"Base 1990=100",120.2
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2005",1,"Base 1990=100",112.9
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2005",1,"Base 1982=100",182.5
"Producer Price Index","WPU02840102","Canned dry beans","2005",1,"Base 1982=100",123.7
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2005",1,"Base 1985=100",143.4
"Average retail price","APU0000711211","Bananas","2004",12,"Dollars per pound",0.474
"Average retail price","APU0000711311","Oranges, navel","2004",12,"Dollars per pound",0.865
"Average retail price","APU0000711411","Grapefruit","2004",12,"Dollars per pound",0.95
"Average retail price","APU0000711412","Lemons","2004",12,"Dollars per pound",1.159
"Average retail price","APU0000711415","Strawberries","2004",12,"Dollars per 12 oz.",3.602
"Average retail price","APU0000712112","Potatoes, white","2004",12,"Dollars per pound",0.449
"Average retail price","APU0000712211","Lettuce, iceberg","2004",12,"Dollars per pound",0.823
"Average retail price","APU0000712311","Tomatoes, field grown","2004",12,"Dollars per pound",2.467
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2004",12,"Dollars per 16 oz.",1.961
"Average retail price","APU0000714233","Beans, dried","2004",12,"Dollars per pound",0.767
"Average retail price","APU0000718311","Potato chips","2004",12,"Dollars per 16 oz.",3.35
"Consumer Price Index","CUUR0000SAF1","Food","2004",12,"Base 1982-84=100",188.5
"Consumer Price Index","CUUR0000SAF11","Food at home","2004",12,"Base 1982-84=100",188.5
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2004",12,"Base 1982-84=100",302.7
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2004",12,"Base 1982-84=100",308.2
"Consumer Price Index","CUUR0000SEFK01","Apples","2004",12,"Base 1982-84=100",241
"Consumer Price Index","CUUR0000SEFK02","Bananas","2004",12,"Base 1982-84=100",158.2
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2004",12,"Base December 1997=100",162.2
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2004",12,"Base December 1997=100",126.8
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2004",12,"Base 1982-84=100",295.1
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2004",12,"Base 1982-84=100",230.5
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2004",12,"Base 1982-84=100",276.9
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2004",12,"Base 1982-84=100",425
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2004",12,"Base 1982-84=100",282.5
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2004",12,"Base December 1997=100",114.2
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2004",12,"Base December 1997=100",117
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2004",12,"Base December 1997=100",108.3
"Consumer Price Index","CUUR0000SEFV","Food away from home","2004",12,"Base 1982-84=100",189.9
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2004",12,"Base 1982-84=100",313.7
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2004",12,"Base December 1997=100",112
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2004",12,"Base 1982-84=100",171.4
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2004",12,"Base December 1997=100",116.5
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2004",12,"Base December 1997=100",113.8
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2004",12,"Base December 1997=100",109.7
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2004",12,"Base 1982=100",144.5
"Producer Price Index","WPU01","All farm products","2004",12,"Base 1982=100",118.4
"Producer Price Index","WPU0111","All fresh fruits and melons","2004",12,"Base 1982=100",117.8
"Producer Price Index","WPU011101","All citrus fruits","2004",12,"Base 1982=100",137.1
"Producer Price Index","WPU01110101","Grapefruits","2004",12,"Base 1982=100",393.2
"Producer Price Index","WPU01110104","Lemons","2004",12,"Base 1982=100",192.9
"Producer Price Index","WPU01110106","Oranges, navel","2004",12,"Base 1982=100",103.8
"Producer Price Index","WPU01110108","Tangerines","2004",12,"Base 1991=100",145.4
"Producer Price Index","WPU011102","All other fruits and berries","2004",12,"Base 1982=100",109.8
"Producer Price Index","WPU01110208","Apples, Granny Smith","2004",12,"Base 1991=100",71.5
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2004",12,"Base 1991=100",102.7
"Producer Price Index","WPU01110215","Apples, Red Delicious","2004",12,"Base 1991=100",126.1
"Producer Price Index","WPU01110216","Apples, McIntosh","2004",12,"Base 1982=100",120.2
"Producer Price Index","WPU01110221","Pears","2004",12,"Base 1982=100",92.9
"Producer Price Index","WPU01110222","Strawberries","2004",12,"Base 1982=100",255.3
"Producer Price Index","WPU011103","All melons","2004",12,"Base 1991=100",150.6
"Producer Price Index","WPU01110301","Cantaloupes","2004",12,"Base 1982=100",153.9
"Producer Price Index","WPU01110303","Watermelons","2004",12,"Base 1991=100",274.4
"Producer Price Index","WPU0113","All fresh and dry vegetables","2004",12,"Base 1982=100",135.1
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2004",12,"Base 1982=100",142.7
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2004",12,"Base 1982=100",143.7
"Producer Price Index","WPU01130211","Cabbage","2004",12,"Base 1982=100",155.8
"Producer Price Index","WPU01130212","Carrots","2004",12,"Base 1982=100",123.3
"Producer Price Index","WPU01130213","Celery","2004",12,"Base 1982=100",188.2
"Producer Price Index","WPU01130214","Sweet corn","2004",12,"Base 1982=100",86.5
"Producer Price Index","WPU01130215","Lettuce","2004",12,"Base 1982=100",126.2
"Producer Price Index","WPU01130216","Onions, dry","2004",12,"Base 1982=100",85.4
"Producer Price Index","WPU01130217","Tomatoes","2004",12,"Base 1982=100",204.9
"Producer Price Index","WPU01130218","Snap beans","2004",12,"Base 1982=100",244.1
"Producer Price Index","WPU01130222","Broccoli","2004",12,"Base 1991=100",207.2
"Producer Price Index","WPU01130223","Cauliflower","2004",12,"Base 1991=100",106
"Producer Price Index","WPU01130224","Spinach","2004",12,"Base 1991=100",186.5
"Producer Price Index","WPU01130225","Greens","2004",12,"Base 1991=100",109.5
"Producer Price Index","WPU01130226","Endive","2004",12,"Base 1991=100",467.5
"Producer Price Index","WPU01130228","Green peppers","2004",12,"Base 1991=100",227.3
"Producer Price Index","WPU01130229","Eggplant","2004",12,"Base 1991=100",237.2
"Producer Price Index","WPU01130231","Squash","2004",12,"Base 1991=100",218.1
"Producer Price Index","WPU01130232","Beets","2004",12,"Base 1991=100",109.9
"Producer Price Index","WPU01130234","Cucumbers","2004",12,"Base 1991=100",176.4
"Producer Price Index","WPU011303","Sweet potatoes","2004",12,"Base 1982=100",120.7
"Producer Price Index","WPU01130602","Potatoes, round white","2004",12,"Base 1991=100",144.1
"Producer Price Index","WPU01130603","Potatoes, russet","2004",12,"Base 1991=100",72.7
"Producer Price Index","WPU01130604","Potatoes, round red","2004",12,"Base 1991=100",110.4
"Producer Price Index","WPU0119","All tree nuts","2004",12,"Base 1982=100",692.1
"Producer Price Index","WPU01190101","Pecans","2004",12,"Base 1982=100",547.9
"Producer Price Index","WPU01190102","Almonds","2004",12,"Base 1991=100",178.3
"Producer Price Index","WPU01190103","Filberts","2004",12,"Base 1991=100",159.6
"Producer Price Index","WPU01190104","Walnuts","2004",12,"Base 1991=100",135.3
"Producer Price Index","WPU02","All processed foods and feeds","2004",12,"Base 1982=100",151.1
"Producer Price Index","WPU024","All processed fruits and vegetables","2004",12,"Base 1982=100",138.2
"Producer Price Index","WPU0241","All canned fruits and juices","2004",12,"Base 1982=100",145.6
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2004",12,"Base 1982=100",142
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2004",12,"Base 1982=100",149.6
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2004",12,"Base 1982=100",132.8
"Producer Price Index","WPU024202","Frozen fruits","2004",12,"Base 1982=100",149.9
"Producer Price Index","WPU0244","All canned vegetables and juices","2004",12,"Base 1982=100",135.5
"Producer Price Index","WPU02440102","Canned vegetables","2004",12,"Base 1987=100",136.5
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2004",12,"Base 1987=100",128.7
"Producer Price Index","WPU0245","All frozen vegetables","2004",12,"Base 1982=100",137
"Producer Price Index","WPU024502","Frozen potato products","2004",12,"Base 1990=100",120.4
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2004",12,"Base 1990=100",112.3
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2004",12,"Base 1982=100",181.2
"Producer Price Index","WPU02840102","Canned dry beans","2004",12,"Base 1982=100",123.8
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2004",12,"Base 1985=100",143.1
"Average retail price","APU0000711211","Bananas","2004",11,"Dollars per pound",0.469
"Average retail price","APU0000711311","Oranges, navel","2004",11,"Dollars per pound",1.08
"Average retail price","APU0000711411","Grapefruit","2004",11,"Dollars per pound",0.951
"Average retail price","APU0000711412","Lemons","2004",11,"Dollars per pound",1.173
"Average retail price","APU0000711415","Strawberries","2004",11,"Dollars per 12 oz.",3.185
"Average retail price","APU0000712112","Potatoes, white","2004",11,"Dollars per pound",0.443
"Average retail price","APU0000712211","Lettuce, iceberg","2004",11,"Dollars per pound",0.849
"Average retail price","APU0000712311","Tomatoes, field grown","2004",11,"Dollars per pound",2.337
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2004",11,"Dollars per 16 oz.",1.922
"Average retail price","APU0000714233","Beans, dried","2004",11,"Dollars per pound",0.775
"Average retail price","APU0000718311","Potato chips","2004",11,"Dollars per 16 oz.",3.308
"Consumer Price Index","CUUR0000SAF1","Food","2004",11,"Base 1982-84=100",188.2
"Consumer Price Index","CUUR0000SAF11","Food at home","2004",11,"Base 1982-84=100",188.1
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2004",11,"Base 1982-84=100",298.5
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2004",11,"Base 1982-84=100",303.9
"Consumer Price Index","CUUR0000SEFK01","Apples","2004",11,"Base 1982-84=100",238.1
"Consumer Price Index","CUUR0000SEFK02","Bananas","2004",11,"Base 1982-84=100",157.5
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2004",11,"Base December 1997=100",178.9
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2004",11,"Base December 1997=100",118.8
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2004",11,"Base 1982-84=100",291
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2004",11,"Base 1982-84=100",226.9
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2004",11,"Base 1982-84=100",249
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2004",11,"Base 1982-84=100",422.7
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2004",11,"Base 1982-84=100",283.5
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2004",11,"Base December 1997=100",115
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2004",11,"Base December 1997=100",119.6
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2004",11,"Base December 1997=100",107.5
"Consumer Price Index","CUUR0000SEFV","Food away from home","2004",11,"Base 1982-84=100",189.6
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2004",11,"Base 1982-84=100",372.4
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2004",11,"Base December 1997=100",113
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2004",11,"Base 1982-84=100",173.8
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2004",11,"Base December 1997=100",115.9
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2004",11,"Base December 1997=100",111.9
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2004",11,"Base December 1997=100",111
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2004",11,"Base 1982=100",143.9
"Producer Price Index","WPU01","All farm products","2004",11,"Base 1982=100",118
"Producer Price Index","WPU0111","All fresh fruits and melons","2004",11,"Base 1982=100",109.1
"Producer Price Index","WPU011101","All citrus fruits","2004",11,"Base 1982=100",149.3
"Producer Price Index","WPU01110101","Grapefruits","2004",11,"Base 1982=100",423.8
"Producer Price Index","WPU01110104","Lemons","2004",11,"Base 1982=100",194.1
"Producer Price Index","WPU01110106","Oranges, navel","2004",11,"Base 1982=100",115.5
"Producer Price Index","WPU01110108","Tangerines","2004",11,"Base 1991=100",117.8
"Producer Price Index","WPU011102","All other fruits and berries","2004",11,"Base 1982=100",98.4
"Producer Price Index","WPU01110208","Apples, Granny Smith","2004",11,"Base 1991=100",76.1
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2004",11,"Base 1991=100",101.8
"Producer Price Index","WPU01110215","Apples, Red Delicious","2004",11,"Base 1991=100",143.1
"Producer Price Index","WPU01110216","Apples, McIntosh","2004",11,"Base 1982=100",118.6
"Producer Price Index","WPU01110221","Pears","2004",11,"Base 1982=100",88
"Producer Price Index","WPU011103","All melons","2004",11,"Base 1991=100",114.4
"Producer Price Index","WPU01110301","Cantaloupes","2004",11,"Base 1982=100",116.2
"Producer Price Index","WPU01110302","Honeydews","2004",11,"Base 1991=100",101.6
"Producer Price Index","WPU01110303","Watermelons","2004",11,"Base 1991=100",209.1
"Producer Price Index","WPU0113","All fresh and dry vegetables","2004",11,"Base 1982=100",183.6
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2004",11,"Base 1982=100",145.3
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2004",11,"Base 1982=100",211.1
"Producer Price Index","WPU01130211","Cabbage","2004",11,"Base 1982=100",159.1
"Producer Price Index","WPU01130212","Carrots","2004",11,"Base 1982=100",123.3
"Producer Price Index","WPU01130213","Celery","2004",11,"Base 1982=100",243.9
"Producer Price Index","WPU01130214","Sweet corn","2004",11,"Base 1982=100",134.4
"Producer Price Index","WPU01130215","Lettuce","2004",11,"Base 1982=100",130.6
