"seriesType","seriesID","seriesName","year","monthNumber","unit","value"
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2023",1,"Base 1990=100",192.5
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2023",1,"Base 1982=100",311.3
"Producer Price Index","WPU02840102","Canned dry beans","2023",1,"Base 1982=100",204
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2023",1,"Base 1985=100",275.1
"Average retail price","APU0000711211","Bananas","2022",12,"Dollars per pound",0.628
"Average retail price","APU0000711311","Oranges, navel","2022",12,"Dollars per pound",1.485
"Average retail price","APU0000711412","Lemons","2022",12,"Dollars per pound",2.085
"Average retail price","APU0000711415","Strawberries","2022",12,"Dollars per 12 oz.",3.856
"Average retail price","APU0000712112","Potatoes, white","2022",12,"Dollars per pound",0.948
"Average retail price","APU0000712311","Tomatoes, field grown","2022",12,"Dollars per pound",2.228
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2022",12,"Dollars per 16 oz.",2.718
"Average retail price","APU0000714233","Beans, dried","2022",12,"Dollars per pound",1.7
"Average retail price","APU0000718311","Potato chips","2022",12,"Dollars per 16 oz.",6.283
"Average retail price","APU0000FL2101","Lettuce, romaine","2022",12,"Dollars per pound",3.568
"Consumer Price Index","CUUR0000SAF1","Food","2022",12,"Base 1982-84=100",316.839
"Consumer Price Index","CUUR0000SAF11","Food at home","2022",12,"Base 1982-84=100",299.089
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2022",12,"Base 1982-84=100",396.405
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2022",12,"Base 1982-84=100",399.257
"Consumer Price Index","CUUR0000SEFK01","Apples","2022",12,"Base 1982-84=100",362.529
"Consumer Price Index","CUUR0000SEFK02","Bananas","2022",12,"Base 1982-84=100",205.751
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2022",12,"Base December 1997=100",279.41
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2022",12,"Base December 1997=100",136.292
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2022",12,"Base 1982-84=100",392.208
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2022",12,"Base 1982-84=100",414.961
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2022",12,"Base 1982-84=100",471.238
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2022",12,"Base 1982-84=100",390.595
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2022",12,"Base 1982-84=100",374.63
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2022",12,"Base December 1997=100",195.551
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2022",12,"Base December 1997=100",178.748
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2022",12,"Base December 1997=100",166.177
"Consumer Price Index","CUUR0000SEFV","Food away from home","2022",12,"Base 1982-84=100",343.559
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2022",12,"Base 1982-84=100",549.204
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2022",12,"Base December 1997=100",200.396
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2022",12,"Base 1982-84=100",245.693
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2022",12,"Base December 1997=100",222.255
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2022",12,"Base December 1997=100",226.382
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2022",12,"Base December 1997=100",182.92
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2022",12,"Base 1982-84=100",154.871
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2022",12,"Base 1982=100",289.625
"Producer Price Index","WPU01","All farm products","2022",12,"Base 1982=100",260.7
"Producer Price Index","WPU0111","All fresh fruits and melons","2022",12,"Base 1982=100",179
"Producer Price Index","WPU011101","All citrus fruits","2022",12,"Base 1982=100",318.9
"Producer Price Index","WPU01110101","Grapefruits","2022",12,"Base 1982=100",670.1
"Producer Price Index","WPU01110104","Lemons","2022",12,"Base 1982=100",284.1
"Producer Price Index","WPU01110106","Oranges, navel","2022",12,"Base 1982=100",224.5
"Producer Price Index","WPU01110108","Tangerines","2022",12,"Base 1991=100",638
"Producer Price Index","WPU011102","All other fruits and berries","2022",12,"Base 1982=100",161.6
"Producer Price Index","WPU01110208","Apples, Granny Smith","2022",12,"Base 1991=100",208.3
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2022",12,"Base 1991=100",222.9
"Producer Price Index","WPU01110215","Apples, Red Delicious","2022",12,"Base 1991=100",310.5
"Producer Price Index","WPU01110216","Apples, McIntosh","2022",12,"Base 1982=100",235.7
"Producer Price Index","WPU01110221","Pears","2022",12,"Base 1982=100",158.4
"Producer Price Index","WPU01110222","Strawberries","2022",12,"Base 1982=100",198.9
"Producer Price Index","WPU0113","All fresh and dry vegetables","2022",12,"Base 1982=100",535.1
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2022",12,"Base 1982=100",234
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2022",12,"Base 1982=100",640.6
"Producer Price Index","WPU01130211","Cabbage","2022",12,"Base 1982=100",325
"Producer Price Index","WPU01130212","Carrots","2022",12,"Base 1982=100",253.7
"Producer Price Index","WPU01130213","Celery","2022",12,"Base 1982=100",891
"Producer Price Index","WPU01130215","Lettuce","2022",12,"Base 1982=100",1393.3
"Producer Price Index","WPU01130216","Onions, dry","2022",12,"Base 1982=100",220.5
"Producer Price Index","WPU01130218","Snap beans","2022",12,"Base 1982=100",358.4
"Producer Price Index","WPU01130222","Broccoli","2022",12,"Base 1991=100",586.8
"Producer Price Index","WPU01130223","Cauliflower","2022",12,"Base 1991=100",247
"Producer Price Index","WPU01130225","Greens","2022",12,"Base 1991=100",233.5
"Producer Price Index","WPU01130226","Endive","2022",12,"Base 1991=100",905.5
"Producer Price Index","WPU01130228","Green peppers","2022",12,"Base 1991=100",468
"Producer Price Index","WPU01130229","Eggplant","2022",12,"Base 1991=100",341.5
"Producer Price Index","WPU01130231","Squash","2022",12,"Base 1991=100",218.2
"Producer Price Index","WPU01130232","Beets","2022",12,"Base 1991=100",166
"Producer Price Index","WPU01130234","Cucumbers","2022",12,"Base 1991=100",241.5
"Producer Price Index","WPU011303","Sweet potatoes","2022",12,"Base 1982=100",156.5
"Producer Price Index","WPU011306","Potatoes, all","2022",12,"Base 2011=100",210.9
"Producer Price Index","WPU01130603","Potatoes, russet","2022",12,"Base 1991=100",383.3
"Producer Price Index","WPU01130604","Potatoes, round red","2022",12,"Base 1991=100",236.3
"Producer Price Index","WPU0119","All tree nuts","2022",12,"Base 1982=100",1266
"Producer Price Index","WPU01190101","Pecans","2022",12,"Base 1982=100",732.2
"Producer Price Index","WPU01190102","Almonds","2022",12,"Base 1991=100",361
"Producer Price Index","WPU01190103","Filberts","2022",12,"Base 1991=100",281.7
"Producer Price Index","WPU01190104","Walnuts","2022",12,"Base 1991=100",174.8
"Producer Price Index","WPU02","All processed foods and feeds","2022",12,"Base 1982=100",260.1
"Producer Price Index","WPU024","All processed fruits and vegetables","2022",12,"Base 1982=100",265.2
"Producer Price Index","WPU0241","All canned fruits and juices","2022",12,"Base 1982=100",273.3
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2022",12,"Base 1982=100",294
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2022",12,"Base 1982=100",267.5
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2022",12,"Base 1982=100",239.9
"Producer Price Index","WPU024202","Frozen fruits","2022",12,"Base 1982=100",295.5
"Producer Price Index","WPU0244","All canned vegetables and juices","2022",12,"Base 1982=100",241.7
"Producer Price Index","WPU02440102","Canned vegetables","2022",12,"Base 1987=100",275.1
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2022",12,"Base 1987=100",208
"Producer Price Index","WPU0245","All frozen vegetables","2022",12,"Base 1982=100",279.2
"Producer Price Index","WPU024502","Frozen potato products","2022",12,"Base 1990=100",279.6
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2022",12,"Base 1990=100",192.6
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2022",12,"Base 1982=100",311.3
"Producer Price Index","WPU02840102","Canned dry beans","2022",12,"Base 1982=100",203.7
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2022",12,"Base 1985=100",274.9
"Average retail price","APU0000711211","Bananas","2022",11,"Dollars per pound",0.631
"Average retail price","APU0000711311","Oranges, navel","2022",11,"Dollars per pound",1.641
"Average retail price","APU0000711412","Lemons","2022",11,"Dollars per pound",2.122
"Average retail price","APU0000711415","Strawberries","2022",11,"Dollars per 12 oz.",3.631
"Average retail price","APU0000712112","Potatoes, white","2022",11,"Dollars per pound",0.945
"Average retail price","APU0000712311","Tomatoes, field grown","2022",11,"Dollars per pound",2.107
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2022",11,"Dollars per 16 oz.",2.672
"Average retail price","APU0000714233","Beans, dried","2022",11,"Dollars per pound",1.664
"Average retail price","APU0000718311","Potato chips","2022",11,"Dollars per 16 oz.",6.253
"Average retail price","APU0000FL2101","Lettuce, romaine","2022",11,"Dollars per pound",3.487
"Consumer Price Index","CUUR0000SAF1","Food","2022",11,"Base 1982-84=100",315.857
"Consumer Price Index","CUUR0000SAF11","Food at home","2022",11,"Base 1982-84=100",298.284
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2022",11,"Base 1982-84=100",398.482
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2022",11,"Base 1982-84=100",407.519
"Consumer Price Index","CUUR0000SEFK01","Apples","2022",11,"Base 1982-84=100",362.838
"Consumer Price Index","CUUR0000SEFK02","Bananas","2022",11,"Base 1982-84=100",206.64
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2022",11,"Base December 1997=100",295.214
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2022",11,"Base December 1997=100",137.687
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2022",11,"Base 1982-84=100",387.677
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2022",11,"Base 1982-84=100",407.501
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2022",11,"Base 1982-84=100",452.899
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2022",11,"Base 1982-84=100",374.731
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2022",11,"Base 1982-84=100",376.928
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2022",11,"Base December 1997=100",193.136
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2022",11,"Base December 1997=100",177.246
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2022",11,"Base December 1997=100",165.289
"Consumer Price Index","CUUR0000SEFV","Food away from home","2022",11,"Base 1982-84=100",342.266
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2022",11,"Base 1982-84=100",591.803
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2022",11,"Base December 1997=100",198.28
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2022",11,"Base 1982-84=100",244.687
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2022",11,"Base December 1997=100",220.569
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2022",11,"Base December 1997=100",219.323
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2022",11,"Base December 1997=100",181.896
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2022",11,"Base 1982-84=100",154.72
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2022",11,"Base 1982=100",288.97
"Producer Price Index","WPU01","All farm products","2022",11,"Base 1982=100",261.4
"Producer Price Index","WPU0111","All fresh fruits and melons","2022",11,"Base 1982=100",194.2
"Producer Price Index","WPU011101","All citrus fruits","2022",11,"Base 1982=100",327.9
"Producer Price Index","WPU01110101","Grapefruits","2022",11,"Base 1982=100",744.8
"Producer Price Index","WPU01110104","Lemons","2022",11,"Base 1982=100",311.9
"Producer Price Index","WPU01110106","Oranges, navel","2022",11,"Base 1982=100",239.9
"Producer Price Index","WPU01110108","Tangerines","2022",11,"Base 1991=100",569.7
"Producer Price Index","WPU011102","All other fruits and berries","2022",11,"Base 1982=100",179.5
"Producer Price Index","WPU01110208","Apples, Granny Smith","2022",11,"Base 1991=100",186.9
"Producer Price Index","WPU01110215","Apples, Red Delicious","2022",11,"Base 1991=100",300
"Producer Price Index","WPU01110216","Apples, McIntosh","2022",11,"Base 1982=100",224.1
"Producer Price Index","WPU01110221","Pears","2022",11,"Base 1982=100",148.5
"Producer Price Index","WPU01110222","Strawberries","2022",11,"Base 1982=100",288.5
"Producer Price Index","WPU011103","All melons","2022",11,"Base 1991=100",242.2
"Producer Price Index","WPU01110301","Cantaloupes","2022",11,"Base 1982=100",293
"Producer Price Index","WPU01110302","Honeydews","2022",11,"Base 1991=100",265.5
"Producer Price Index","WPU0113","All fresh and dry vegetables","2022",11,"Base 1982=100",590.4
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2022",11,"Base 1982=100",236.4
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2022",11,"Base 1982=100",729.6
"Producer Price Index","WPU01130211","Cabbage","2022",11,"Base 1982=100",316.5
"Producer Price Index","WPU01130212","Carrots","2022",11,"Base 1982=100",252.4
"Producer Price Index","WPU01130213","Celery","2022",11,"Base 1982=100",541.4
"Producer Price Index","WPU01130214","Sweet corn","2022",11,"Base 1982=100",345.1
"Producer Price Index","WPU01130215","Lettuce","2022",11,"Base 1982=100",1736.7
"Producer Price Index","WPU01130216","Onions, dry","2022",11,"Base 1982=100",220.3
"Producer Price Index","WPU01130217","Tomatoes","2022",11,"Base 1982=100",638.9
"Producer Price Index","WPU01130218","Snap beans","2022",11,"Base 1982=100",553.1
"Producer Price Index","WPU01130222","Broccoli","2022",11,"Base 1991=100",350.8
"Producer Price Index","WPU01130223","Cauliflower","2022",11,"Base 1991=100",430
"Producer Price Index","WPU01130224","Spinach","2022",11,"Base 1991=100",574.4
"Producer Price Index","WPU01130225","Greens","2022",11,"Base 1991=100",240.2
"Producer Price Index","WPU01130226","Endive","2022",11,"Base 1991=100",619.9
"Producer Price Index","WPU01130228","Green peppers","2022",11,"Base 1991=100",554.8
"Producer Price Index","WPU01130229","Eggplant","2022",11,"Base 1991=100",275.3
"Producer Price Index","WPU01130231","Squash","2022",11,"Base 1991=100",193.5
"Producer Price Index","WPU01130232","Beets","2022",11,"Base 1991=100",229.8
"Producer Price Index","WPU01130234","Cucumbers","2022",11,"Base 1991=100",380
"Producer Price Index","WPU011303","Sweet potatoes","2022",11,"Base 1982=100",157.1
"Producer Price Index","WPU011306","Potatoes, all","2022",11,"Base 2011=100",204.8
"Producer Price Index","WPU01130603","Potatoes, russet","2022",11,"Base 1991=100",372.1
"Producer Price Index","WPU01130604","Potatoes, round red","2022",11,"Base 1991=100",239.6
"Producer Price Index","WPU0119","All tree nuts","2022",11,"Base 1982=100",1266
"Producer Price Index","WPU01190101","Pecans","2022",11,"Base 1982=100",732.2
"Producer Price Index","WPU01190102","Almonds","2022",11,"Base 1991=100",361
"Producer Price Index","WPU01190103","Filberts","2022",11,"Base 1991=100",281.7
