"Table","Year","Data_item","Region","State","Value","Units"
"Milk production",2001,"Milk production","Mountain Region","Colorado",1970,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","Idaho",7757,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","Montana",346,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","Nevada",485,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","New Mexico",5561,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","Utah",1635,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","Wyoming",63,"Million pounds"
"Milk production",2001,"Milk production","Mountain Region","Total region",20902,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Arizona",1.87,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Colorado",1.19,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Idaho",4.69,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Montana",0.21,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Nevada",0.29,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","New Mexico",3.36,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Utah",0.99,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Wyoming",0.04,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Mountain Region","Total region",12.64,"Percent"
"Milk production",2001,"Milk production","West Coast","California",33217,"Million pounds"
"Milk production",2001,"Milk production","West Coast","Oregon",1717,"Million pounds"
"Milk production",2001,"Milk production","West Coast","Washington",5514,"Million pounds"
"Milk production",2001,"Milk production","West Coast","Total region",40448,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","West Coast","California",20.09,"Percent"
"Milk production",2001,"Percent of U.S. milk production","West Coast","Oregon",1.04,"Percent"
"Milk production",2001,"Percent of U.S. milk production","West Coast","Washington",3.34,"Percent"
"Milk production",2001,"Percent of U.S. milk production","West Coast","Total region",24.46,"Percent"
"Milk production",2001,"Milk production","Other States","Alaska",14,"Million pounds"
"Milk production",2001,"Milk production","Other States","Hawaii",106,"Million pounds"
"Milk production",2001,"Milk production","Other States","Total region",120,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Other States","Hawaii",0.06,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Other States","Total region",0.07,"Percent"
"Milk production",2001,"Milk production","United States","Total region",165332,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",2002,"Milk production","Northeast","Connecticut",447,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Delaware",150,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Maine",656,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Maryland",1301,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Massachusetts",361,"Million pounds"
"Milk production",2002,"Milk production","Northeast","New Hampshire",328,"Million pounds"
"Milk production",2002,"Milk production","Northeast","New Jersey",236,"Million pounds"
"Milk production",2002,"Milk production","Northeast","New York",12218,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Pennsylvania",10775,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Rhode Island",23,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Vermont",2703,"Million pounds"
"Milk production",2002,"Milk production","Northeast","Total region",29198,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Connecticut",0.26,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Delaware",0.09,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Maine",0.39,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Maryland",0.77,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Massachusetts",0.21,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","New Hampshire",0.19,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","New Jersey",0.14,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","New York",7.18,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Pennsylvania",6.34,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Rhode Island",0.01,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Vermont",1.59,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northeast","Total region",17.17,"Percent"
"Milk production",2002,"Milk production","Lake States","Michigan",6120,"Million pounds"
"Milk production",2002,"Milk production","Lake States","Minnesota",8458,"Million pounds"
"Milk production",2002,"Milk production","Lake States","Wisconsin",22074,"Million pounds"
"Milk production",2002,"Milk production","Lake States","Total region",36652,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Lake States","Michigan",3.6,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Lake States","Minnesota",4.97,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Lake States","Wisconsin",12.98,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Lake States","Total region",21.55,"Percent"
"Milk production",2002,"Milk production","Corn Belt","Illinois",2051,"Million pounds"
"Milk production",2002,"Milk production","Corn Belt","Indiana",2658,"Million pounds"
"Milk production",2002,"Milk production","Corn Belt","Iowa",3804,"Million pounds"
"Milk production",2002,"Milk production","Corn Belt","Missouri",1946,"Million pounds"
"Milk production",2002,"Milk production","Corn Belt","Ohio",4475,"Million pounds"
"Milk production",2002,"Milk production","Corn Belt","Total region",14934,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Corn Belt","Illinois",1.21,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Corn Belt","Indiana",1.56,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Corn Belt","Iowa",2.24,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Corn Belt","Missouri",1.14,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Corn Belt","Ohio",2.63,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Corn Belt","Total region",8.78,"Percent"
"Milk production",2002,"Milk production","Northern Plains","Kansas",2030,"Million pounds"
"Milk production",2002,"Milk production","Northern Plains","Nebraska",1167,"Million pounds"
"Milk production",2002,"Milk production","Northern Plains","North Dakota",593,"Million pounds"
"Milk production",2002,"Milk production","Northern Plains","South Dakota",1289,"Million pounds"
"Milk production",2002,"Milk production","Northern Plains","Total region",5079,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Northern Plains","Kansas",1.19,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northern Plains","Nebraska",0.69,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northern Plains","North Dakota",0.35,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northern Plains","South Dakota",0.76,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Northern Plains","Total region",2.99,"Percent"
"Milk production",2002,"Milk production","Appalachia","Kentucky",1614,"Million pounds"
"Milk production",2002,"Milk production","Appalachia","North Carolina",1137,"Million pounds"
"Milk production",2002,"Milk production","Appalachia","Tennessee",1315,"Million pounds"
"Milk production",2002,"Milk production","Appalachia","Virginia",1891,"Million pounds"
"Milk production",2002,"Milk production","Appalachia","West Virginia",243,"Million pounds"
"Milk production",2002,"Milk production","Appalachia","Total region",6200,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Appalachia","Kentucky",0.95,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Appalachia","North Carolina",0.67,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Appalachia","Tennessee",0.77,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Appalachia","Virginia",1.11,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Appalachia","West Virginia",0.14,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Appalachia","Total region",3.65,"Percent"
"Milk production",2002,"Milk production","Southeast","Alabama",277,"Million pounds"
"Milk production",2002,"Milk production","Southeast","Florida",2308,"Million pounds"
"Milk production",2002,"Milk production","Southeast","Georgia",1470,"Million pounds"
"Milk production",2002,"Milk production","Southeast","South Carolina",364,"Million pounds"
"Milk production",2002,"Milk production","Southeast","Total region",4419,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Southeast","Alabama",0.16,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Southeast","Florida",1.36,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Southeast","Georgia",0.86,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Southeast","South Carolina",0.21,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Southeast","Total region",2.6,"Percent"
"Milk production",2002,"Milk production","Delta States","Arkansas",393,"Million pounds"
"Milk production",2002,"Milk production","Delta States","Louisiana",579,"Million pounds"
"Milk production",2002,"Milk production","Delta States","Mississippi",478,"Million pounds"
"Milk production",2002,"Milk production","Delta States","Total region",1450,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Delta States","Arkansas",0.23,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Delta States","Louisiana",0.34,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Delta States","Mississippi",0.28,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Delta States","Total region",0.85,"Percent"
"Milk production",2002,"Milk production","Southern Plains","Oklahoma",1307,"Million pounds"
"Milk production",2002,"Milk production","Southern Plains","Texas",5300,"Million pounds"
"Milk production",2002,"Milk production","Southern Plains","Total region",6607,"Million pounds"
"Milk production",2002,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.77,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Southern Plains","Texas",3.12,"Percent"
"Milk production",2002,"Percent of U.S. milk production","Southern Plains","Total region",3.89,"Percent"
"Milk production",2002,"Milk production","Mountain Region","Arizona",3430,"Million pounds"
"Milk production",2002,"Milk production","Mountain Region","Colorado",2159,"Million pounds"
"Milk production",2002,"Milk production","Mountain Region","Idaho",8155,"Million pounds"
"Milk production",2002,"Milk production","Mountain Region","Montana",341,"Million pounds"
"Milk production",2002,"Milk production","Mountain Region","Nevada",501,"Million pounds"
