"Table","Year","Data_item","Region","State","Value","Units"
"Milk production",1998,"Milk production","West Coast","Total region",34529,"Million pounds"
"Milk production",1998,"Percent of U.S. milk production","West Coast","California",17.56,"Percent"
"Milk production",1998,"Percent of U.S. milk production","West Coast","Oregon",1.01,"Percent"
"Milk production",1998,"Percent of U.S. milk production","West Coast","Washington",3.39,"Percent"
"Milk production",1998,"Percent of U.S. milk production","West Coast","Total region",21.96,"Percent"
"Milk production",1998,"Milk production","Other States","Alaska",14,"Million pounds"
"Milk production",1998,"Milk production","Other States","Hawaii",129,"Million pounds"
"Milk production",1998,"Milk production","Other States","Total region",143,"Million pounds"
"Milk production",1998,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",1998,"Percent of U.S. milk production","Other States","Hawaii",0.08,"Percent"
"Milk production",1998,"Percent of U.S. milk production","Other States","Total region",0.09,"Percent"
"Milk production",1998,"Milk production","United States","Total region",157262,"Million pounds"
"Milk production",1998,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",1999,"Milk production","Northeast","Connecticut",520,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Delaware",145,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Maine",689,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Maryland",1365,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Massachusetts",420,"Million pounds"
"Milk production",1999,"Milk production","Northeast","New Hampshire",321,"Million pounds"
"Milk production",1999,"Milk production","Northeast","New Jersey",280,"Million pounds"
"Milk production",1999,"Milk production","Northeast","New York",12082,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Pennsylvania",10931,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Rhode Island",31,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Vermont",2710,"Million pounds"
"Milk production",1999,"Milk production","Northeast","Total region",29494,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Connecticut",0.32,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Delaware",0.09,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Maine",0.42,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Maryland",0.84,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Massachusetts",0.26,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","New Hampshire",0.2,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","New Jersey",0.17,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","New York",7.43,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Pennsylvania",6.72,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Rhode Island",0.02,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Vermont",1.67,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northeast","Total region",18.14,"Percent"
"Milk production",1999,"Milk production","Lake States","Michigan",5455,"Million pounds"
"Milk production",1999,"Milk production","Lake States","Minnesota",9478,"Million pounds"
"Milk production",1999,"Milk production","Lake States","Wisconsin",23071,"Million pounds"
"Milk production",1999,"Milk production","Lake States","Total region",38004,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Lake States","Michigan",3.36,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Lake States","Minnesota",5.83,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Lake States","Wisconsin",14.19,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Lake States","Total region",23.37,"Percent"
"Milk production",1999,"Milk production","Corn Belt","Illinois",2029,"Million pounds"
"Milk production",1999,"Milk production","Corn Belt","Indiana",2185,"Million pounds"
"Milk production",1999,"Milk production","Corn Belt","Iowa",3802,"Million pounds"
"Milk production",1999,"Milk production","Corn Belt","Missouri",2237,"Million pounds"
"Milk production",1999,"Milk production","Corn Belt","Ohio",4440,"Million pounds"
"Milk production",1999,"Milk production","Corn Belt","Total region",14693,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Corn Belt","Illinois",1.25,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Corn Belt","Indiana",1.34,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Corn Belt","Iowa",2.34,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Corn Belt","Missouri",1.38,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Corn Belt","Ohio",2.73,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Corn Belt","Total region",9.04,"Percent"
"Milk production",1999,"Milk production","Northern Plains","Kansas",1405,"Million pounds"
"Milk production",1999,"Milk production","Northern Plains","Nebraska",1139,"Million pounds"
"Milk production",1999,"Milk production","Northern Plains","North Dakota",689,"Million pounds"
"Milk production",1999,"Milk production","Northern Plains","South Dakota",1419,"Million pounds"
"Milk production",1999,"Milk production","Northern Plains","Total region",4652,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Northern Plains","Kansas",0.86,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northern Plains","Nebraska",0.7,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northern Plains","North Dakota",0.42,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northern Plains","South Dakota",0.87,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Northern Plains","Total region",2.86,"Percent"
"Milk production",1999,"Milk production","Appalachia","Kentucky",1651,"Million pounds"
"Milk production",1999,"Milk production","Appalachia","North Carolina",1216,"Million pounds"
"Milk production",1999,"Milk production","Appalachia","Tennessee",1417,"Million pounds"
"Milk production",1999,"Milk production","Appalachia","Virginia",1873,"Million pounds"
"Milk production",1999,"Milk production","Appalachia","West Virginia",275,"Million pounds"
"Milk production",1999,"Milk production","Appalachia","Total region",6432,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Appalachia","Kentucky",1.02,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Appalachia","North Carolina",0.75,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Appalachia","Tennessee",0.87,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Appalachia","Virginia",1.15,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Appalachia","West Virginia",0.17,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Appalachia","Total region",3.96,"Percent"
"Milk production",1999,"Milk production","Southeast","Alabama",376,"Million pounds"
"Milk production",1999,"Milk production","Southeast","Florida",2398,"Million pounds"
"Milk production",1999,"Milk production","Southeast","Georgia",1449,"Million pounds"
"Milk production",1999,"Milk production","Southeast","South Carolina",369,"Million pounds"
"Milk production",1999,"Milk production","Southeast","Total region",4592,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Southeast","Alabama",0.23,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Southeast","Florida",1.47,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Southeast","Georgia",0.89,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Southeast","South Carolina",0.23,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Southeast","Total region",2.82,"Percent"
"Milk production",1999,"Milk production","Delta States","Arkansas",520,"Million pounds"
"Milk production",1999,"Milk production","Delta States","Louisiana",711,"Million pounds"
"Milk production",1999,"Milk production","Delta States","Mississippi",552,"Million pounds"
"Milk production",1999,"Milk production","Delta States","Total region",1783,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Delta States","Arkansas",0.32,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Delta States","Louisiana",0.44,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Delta States","Mississippi",0.34,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Delta States","Total region",1.1,"Percent"
"Milk production",1999,"Milk production","Southern Plains","Oklahoma",1249,"Million pounds"
"Milk production",1999,"Milk production","Southern Plains","Texas",5620,"Million pounds"
"Milk production",1999,"Milk production","Southern Plains","Total region",6869,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.77,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Southern Plains","Texas",3.46,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Southern Plains","Total region",4.22,"Percent"
"Milk production",1999,"Milk production","Mountain Region","Arizona",2931,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Colorado",1728,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Idaho",6453,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Montana",303,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Nevada",456,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","New Mexico",4724,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Utah",1618,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Wyoming",80,"Million pounds"
"Milk production",1999,"Milk production","Mountain Region","Total region",18293,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Arizona",1.8,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Colorado",1.06,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Idaho",3.97,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Montana",0.19,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Nevada",0.28,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","New Mexico",2.91,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Utah",1,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Wyoming",0.05,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Mountain Region","Total region",11.25,"Percent"
"Milk production",1999,"Milk production","West Coast","California",30444,"Million pounds"
"Milk production",1999,"Milk production","West Coast","Oregon",1665,"Million pounds"
"Milk production",1999,"Milk production","West Coast","Washington",5535,"Million pounds"
"Milk production",1999,"Milk production","West Coast","Total region",37644,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","West Coast","California",18.72,"Percent"
"Milk production",1999,"Percent of U.S. milk production","West Coast","Oregon",1.02,"Percent"
"Milk production",1999,"Percent of U.S. milk production","West Coast","Washington",3.4,"Percent"
"Milk production",1999,"Percent of U.S. milk production","West Coast","Total region",23.15,"Percent"
"Milk production",1999,"Milk production","Other States","Alaska",14,"Million pounds"
"Milk production",1999,"Milk production","Other States","Hawaii",120,"Million pounds"
"Milk production",1999,"Milk production","Other States","Total region",134,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Other States","Hawaii",0.07,"Percent"
"Milk production",1999,"Percent of U.S. milk production","Other States","Total region",0.08,"Percent"
"Milk production",1999,"Milk production","United States","Total region",162589,"Million pounds"
"Milk production",1999,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",2000,"Milk production","Northeast","Connecticut",480,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Delaware",146,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Maine",668,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Maryland",1351,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Massachusetts",376,"Million pounds"
"Milk production",2000,"Milk production","Northeast","New Hampshire",312,"Million pounds"
"Milk production",2000,"Milk production","Northeast","New Jersey",244,"Million pounds"
"Milk production",2000,"Milk production","Northeast","New York",11921,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Pennsylvania",11156,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Rhode Island",28,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Vermont",2683,"Million pounds"
"Milk production",2000,"Milk production","Northeast","Total region",29365,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Connecticut",0.29,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Delaware",0.09,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Maine",0.4,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Maryland",0.81,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Massachusetts",0.22,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","New Hampshire",0.19,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","New Jersey",0.15,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","New York",7.12,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Pennsylvania",6.66,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Rhode Island",0.02,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Vermont",1.6,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northeast","Total region",17.54,"Percent"
"Milk production",2000,"Milk production","Lake States","Michigan",5705,"Million pounds"
"Milk production",2000,"Milk production","Lake States","Minnesota",9493,"Million pounds"
"Milk production",2000,"Milk production","Lake States","Wisconsin",23259,"Million pounds"
"Milk production",2000,"Milk production","Lake States","Total region",38457,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Lake States","Michigan",3.41,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Lake States","Minnesota",5.67,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Lake States","Wisconsin",13.89,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Lake States","Total region",22.97,"Percent"
"Milk production",2000,"Milk production","Corn Belt","Illinois",2094,"Million pounds"
"Milk production",2000,"Milk production","Corn Belt","Indiana",2419,"Million pounds"
"Milk production",2000,"Milk production","Corn Belt","Iowa",3934,"Million pounds"
"Milk production",2000,"Milk production","Corn Belt","Missouri",2258,"Million pounds"
"Milk production",2000,"Milk production","Corn Belt","Ohio",4461,"Million pounds"
"Milk production",2000,"Milk production","Corn Belt","Total region",15166,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Corn Belt","Illinois",1.25,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Corn Belt","Indiana",1.45,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Corn Belt","Iowa",2.35,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Corn Belt","Missouri",1.35,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Corn Belt","Ohio",2.66,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Corn Belt","Total region",9.06,"Percent"
"Milk production",2000,"Milk production","Northern Plains","Kansas",1540,"Million pounds"
"Milk production",2000,"Milk production","Northern Plains","Nebraska",1255,"Million pounds"
"Milk production",2000,"Milk production","Northern Plains","North Dakota",686,"Million pounds"
"Milk production",2000,"Milk production","Northern Plains","South Dakota",1474,"Million pounds"
"Milk production",2000,"Milk production","Northern Plains","Total region",4955,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Northern Plains","Kansas",0.92,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northern Plains","Nebraska",0.75,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northern Plains","North Dakota",0.41,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northern Plains","South Dakota",0.88,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Northern Plains","Total region",2.96,"Percent"
"Milk production",2000,"Milk production","Appalachia","Kentucky",1695,"Million pounds"
"Milk production",2000,"Milk production","Appalachia","North Carolina",1189,"Million pounds"
"Milk production",2000,"Milk production","Appalachia","Tennessee",1405,"Million pounds"
"Milk production",2000,"Milk production","Appalachia","Virginia",1900,"Million pounds"
"Milk production",2000,"Milk production","Appalachia","West Virginia",265,"Million pounds"
"Milk production",2000,"Milk production","Appalachia","Total region",6454,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Appalachia","Kentucky",1.01,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Appalachia","North Carolina",0.71,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Appalachia","Tennessee",0.84,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Appalachia","Virginia",1.14,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Appalachia","West Virginia",0.16,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Appalachia","Total region",3.86,"Percent"
"Milk production",2000,"Milk production","Southeast","Alabama",348,"Million pounds"
"Milk production",2000,"Milk production","Southeast","Florida",2463,"Million pounds"
"Milk production",2000,"Milk production","Southeast","Georgia",1433,"Million pounds"
"Milk production",2000,"Milk production","Southeast","South Carolina",370,"Million pounds"
"Milk production",2000,"Milk production","Southeast","Total region",4614,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Southeast","Alabama",0.21,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Southeast","Florida",1.47,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Southeast","Georgia",0.86,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Southeast","South Carolina",0.22,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Southeast","Total region",2.76,"Percent"
"Milk production",2000,"Milk production","Delta States","Arkansas",485,"Million pounds"
"Milk production",2000,"Milk production","Delta States","Louisiana",698,"Million pounds"
"Milk production",2000,"Milk production","Delta States","Mississippi",541,"Million pounds"
"Milk production",2000,"Milk production","Delta States","Total region",1724,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Delta States","Arkansas",0.29,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Delta States","Louisiana",0.42,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Delta States","Mississippi",0.32,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Delta States","Total region",1.03,"Percent"
"Milk production",2000,"Milk production","Southern Plains","Oklahoma",1314,"Million pounds"
"Milk production",2000,"Milk production","Southern Plains","Texas",5743,"Million pounds"
"Milk production",2000,"Milk production","Southern Plains","Total region",7057,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.78,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Southern Plains","Texas",3.43,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Southern Plains","Total region",4.22,"Percent"
"Milk production",2000,"Milk production","Mountain Region","Arizona",3033,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Colorado",1924,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Idaho",7223,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Montana",338,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Nevada",476,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","New Mexico",5236,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Utah",1687,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Wyoming",76,"Million pounds"
"Milk production",2000,"Milk production","Mountain Region","Total region",19993,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Arizona",1.81,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Colorado",1.15,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Idaho",4.31,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Montana",0.2,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Nevada",0.28,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","New Mexico",3.13,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Utah",1.01,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Wyoming",0.05,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Mountain Region","Total region",11.94,"Percent"
"Milk production",2000,"Milk production","West Coast","California",32245,"Million pounds"
"Milk production",2000,"Milk production","West Coast","Oregon",1640,"Million pounds"
"Milk production",2000,"Milk production","West Coast","Washington",5593,"Million pounds"
"Milk production",2000,"Milk production","West Coast","Total region",39478,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","West Coast","California",19.26,"Percent"
"Milk production",2000,"Percent of U.S. milk production","West Coast","Oregon",0.98,"Percent"
"Milk production",2000,"Percent of U.S. milk production","West Coast","Washington",3.34,"Percent"
"Milk production",2000,"Percent of U.S. milk production","West Coast","Total region",23.58,"Percent"
"Milk production",2000,"Milk production","Other States","Alaska",13,"Million pounds"
"Milk production",2000,"Milk production","Other States","Hawaii",116,"Million pounds"
"Milk production",2000,"Milk production","Other States","Total region",129,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","Other States","Alaska",0.01,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Other States","Hawaii",0.07,"Percent"
"Milk production",2000,"Percent of U.S. milk production","Other States","Total region",0.08,"Percent"
"Milk production",2000,"Milk production","United States","Total region",167393,"Million pounds"
"Milk production",2000,"Percent of U.S. milk production","United States","Total region",100,"Percent"
"Milk production",2001,"Milk production","Northeast","Connecticut",456,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Delaware",150,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Maine",654,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Maryland",1294,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Massachusetts",357,"Million pounds"
"Milk production",2001,"Milk production","Northeast","New Hampshire",322,"Million pounds"
"Milk production",2001,"Milk production","Northeast","New Jersey",233,"Million pounds"
"Milk production",2001,"Milk production","Northeast","New York",11780,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Pennsylvania",10849,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Rhode Island",23,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Vermont",2669,"Million pounds"
"Milk production",2001,"Milk production","Northeast","Total region",28787,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Connecticut",0.28,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Delaware",0.09,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Maine",0.4,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Maryland",0.78,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Massachusetts",0.22,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","New Hampshire",0.19,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","New Jersey",0.14,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","New York",7.13,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Pennsylvania",6.56,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Rhode Island",0.01,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Vermont",1.61,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northeast","Total region",17.41,"Percent"
"Milk production",2001,"Milk production","Lake States","Michigan",5870,"Million pounds"
"Milk production",2001,"Milk production","Lake States","Minnesota",8812,"Million pounds"
"Milk production",2001,"Milk production","Lake States","Wisconsin",22199,"Million pounds"
"Milk production",2001,"Milk production","Lake States","Total region",36881,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Lake States","Michigan",3.55,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Lake States","Minnesota",5.33,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Lake States","Wisconsin",13.43,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Lake States","Total region",22.31,"Percent"
"Milk production",2001,"Milk production","Corn Belt","Illinois",2020,"Million pounds"
"Milk production",2001,"Milk production","Corn Belt","Indiana",2567,"Million pounds"
"Milk production",2001,"Milk production","Corn Belt","Iowa",3785,"Million pounds"
"Milk production",2001,"Milk production","Corn Belt","Missouri",1949,"Million pounds"
"Milk production",2001,"Milk production","Corn Belt","Ohio",4295,"Million pounds"
"Milk production",2001,"Milk production","Corn Belt","Total region",14616,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Corn Belt","Illinois",1.22,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Corn Belt","Indiana",1.55,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Corn Belt","Iowa",2.29,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Corn Belt","Missouri",1.18,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Corn Belt","Ohio",2.6,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Corn Belt","Total region",8.84,"Percent"
"Milk production",2001,"Milk production","Northern Plains","Kansas",1610,"Million pounds"
"Milk production",2001,"Milk production","Northern Plains","Nebraska",1166,"Million pounds"
"Milk production",2001,"Milk production","Northern Plains","North Dakota",644,"Million pounds"
"Milk production",2001,"Milk production","Northern Plains","South Dakota",1370,"Million pounds"
"Milk production",2001,"Milk production","Northern Plains","Total region",4790,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Northern Plains","Kansas",0.97,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northern Plains","Nebraska",0.71,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northern Plains","North Dakota",0.39,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northern Plains","South Dakota",0.83,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Northern Plains","Total region",2.9,"Percent"
"Milk production",2001,"Milk production","Appalachia","Kentucky",1660,"Million pounds"
"Milk production",2001,"Milk production","Appalachia","North Carolina",1154,"Million pounds"
"Milk production",2001,"Milk production","Appalachia","Tennessee",1335,"Million pounds"
"Milk production",2001,"Milk production","Appalachia","Virginia",1885,"Million pounds"
"Milk production",2001,"Milk production","Appalachia","West Virginia",249,"Million pounds"
"Milk production",2001,"Milk production","Appalachia","Total region",6283,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Appalachia","Kentucky",1,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Appalachia","North Carolina",0.7,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Appalachia","Tennessee",0.81,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Appalachia","Virginia",1.14,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Appalachia","West Virginia",0.15,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Appalachia","Total region",3.8,"Percent"
"Milk production",2001,"Milk production","Southeast","Alabama",300,"Million pounds"
"Milk production",2001,"Milk production","Southeast","Florida",2411,"Million pounds"
"Milk production",2001,"Milk production","Southeast","Georgia",1433,"Million pounds"
"Milk production",2001,"Milk production","Southeast","South Carolina",367,"Million pounds"
"Milk production",2001,"Milk production","Southeast","Total region",4511,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Southeast","Alabama",0.18,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Southeast","Florida",1.46,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Southeast","Georgia",0.87,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Southeast","South Carolina",0.22,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Southeast","Total region",2.73,"Percent"
"Milk production",2001,"Milk production","Delta States","Arkansas",432,"Million pounds"
"Milk production",2001,"Milk production","Delta States","Louisiana",632,"Million pounds"
"Milk production",2001,"Milk production","Delta States","Mississippi",497,"Million pounds"
"Milk production",2001,"Milk production","Delta States","Total region",1561,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Delta States","Arkansas",0.26,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Delta States","Louisiana",0.38,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Delta States","Mississippi",0.3,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Delta States","Total region",0.94,"Percent"
"Milk production",2001,"Milk production","Southern Plains","Oklahoma",1325,"Million pounds"
"Milk production",2001,"Milk production","Southern Plains","Texas",5107,"Million pounds"
"Milk production",2001,"Milk production","Southern Plains","Total region",6432,"Million pounds"
"Milk production",2001,"Percent of U.S. milk production","Southern Plains","Oklahoma",0.8,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Southern Plains","Texas",3.09,"Percent"
"Milk production",2001,"Percent of U.S. milk production","Southern Plains","Total region",3.89,"Percent"
"Milk production",2001,"Milk production","Mountain Region","Arizona",3085,"Million pounds"
